UNITID,EFALEVEL,LINE,SECTION,LSTUDY,XEFTOTLT,EFTOTLT,XEFTOTLM,EFTOTLM,XEFTOTLW,EFTOTLW,XEFAIANT,EFAIANT,XEFAIANM,EFAIANM,XEFAIANW,EFAIANW,XEFASIAT,EFASIAT,XEFASIAM,EFASIAM,XEFASIAW,EFASIAW,XEFBKAAT,EFBKAAT,XEFBKAAM,EFBKAAM,XEFBKAAW,EFBKAAW,XEFHISPT,EFHISPT,XEFHISPM,EFHISPM,XEFHISPW,EFHISPW,XEFNHPIT,EFNHPIT,XEFNHPIM,EFNHPIM,XEFNHPIW,EFNHPIW,XEFWHITT,EFWHITT,XEFWHITM,EFWHITM,XEFWHITW,EFWHITW,XEF2MORT,EF2MORT,XEF2MORM,EF2MORM,XEF2MORW,EF2MORW,XEFUNKNT,EFUNKNT,XEFUNKNM,EFUNKNM,XEFUNKNW,EFUNKNW,XEFNRALT,EFNRALT,XEFNRALM,EFNRALM,XEFNRALW,EFNRALW,XEFGNDRU,EFGNDRUN,XEFGNDRA,EFGNDRAN,XEFGNDRU,EFGNDRUA,XEFGNDRK,EFGNDRKN
481678,45,99,2,1,R,16,R,0,R,16,R,0,R,0,R,0,R,0,R,0,R,0,R,10,R,0,R,10,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6,R,0,R,6,R,0,R,0,R,0,A,,A,,A,,A,
481678,60,17,2,1,R,16,R,0,R,16,R,0,R,0,R,0,R,0,R,0,R,0,R,10,R,0,R,10,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6,R,0,R,6,R,0,R,0,R,0,A,,A,,A,,A,
481720, 1,29,3,4,R,51,R,4,R,47,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,31,R,4,R,27,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,14,Z,0,R,14,R,3,Z,0,R,3,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,A,,R,1,R,50
481720, 2,99,3,1,R,47,R,4,R,43,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,28,R,4,R,24,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,13,Z,0,R,13,R,3,Z,0,R,3,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,1,A,,R,1,R,46
481720, 3,99,3,1,R,47,R,4,R,43,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,28,R,4,R,24,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,13,Z,0,R,13,R,3,Z,0,R,3,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720, 4,99,3,1,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720, 5,99,3,1,R,44,R,4,R,40,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,27,R,4,R,23,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,13,Z,0,R,13,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,12,99,3,3,R,4,Z,0,R,4,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,A,,R,0,R,4
481720,19,99,3,1,R,13,R,2,R,11,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,11,R,2,R,9,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,20,99,3,1,R,31,R,2,R,29,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,16,R,2,R,14,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,13,Z,0,R,13,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,21,14,1,4,R,34,R,1,R,33,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,20,R,1,R,19,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,11,Z,0,R,11,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,22, 8,1,1,R,32,R,1,R,31,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,19,R,1,R,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,Z,0,R,10,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,23, 6,1,1,R,32,R,1,R,31,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,19,R,1,R,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,Z,0,R,10,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,24, 1,1,1,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,25,99,1,1,R,29,R,1,R,28,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,18,R,1,R,17,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,Z,0,R,10,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,32,11,1,3,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,39, 2,1,1,R,9,Z,0,R,9,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,8,Z,0,R,8,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,40, 3,1,1,R,20,R,1,R,19,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,R,1,R,9,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10,Z,0,R,10,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,41,28,2,4,R,17,R,3,R,14,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,11,R,3,R,8,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,42,22,2,1,R,15,R,3,R,12,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,9,R,3,R,6,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,43,20,2,1,R,15,R,3,R,12,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,9,R,3,R,6,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,45,99,2,1,R,15,R,3,R,12,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,9,R,3,R,6,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,52,25,2,3,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,59,16,2,1,R,4,R,2,R,2,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,3,R,2,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,Z,0,Z,0,Z,0,A,,A,,A,,A,
481720,60,17,2,1,R,11,R,1,R,10,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,6,R,1,R,5,R,1,Z,0,R,1,Z,0,Z,0,Z,0,R,3,Z,0,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,
481739, 1,29,3,4,R,47,R,3,R,44,R,0,R,0,R,0,R,1,R,1,R,0,R,12,R,0,R,12,R,21,R,2,R,19,R,0,R,0,R,0,R,8,R,0,R,8,R,1,R,0,R,1,R,4,R,0,R,4,R,0,R,0,R,0,Z,0,R,0,Z,0,R,47
481739, 2,99,3,1,R,47,R,3,R,44,R,0,R,0,R,0,R,1,R,1,R,0,R,12,R,0,R,12,R,21,R,2,R,19,R,0,R,0,R,0,R,8,R,0,R,8,R,1,R,0,R,1,R,4,R,0,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,47
481739, 3,99,3,1,R,47,R,3,R,44,R,0,R,0,R,0,R,1,R,1,R,0,R,12,R,0,R,12,R,21,R,2,R,19,R,0,R,0,R,0,R,8,R,0,R,8,R,1,R,0,R,1,R,4,R,0,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481739, 4,99,3,1,R,16,R,1,R,15,R,0,R,0,R,0,R,1,R,1,R,0,R,6,R,0,R,6,R,6,R,0,R,6,R,0,R,0,R,0,R,2,R,0,R,2,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481739, 5,99,3,1,R,31,R,2,R,29,R,0,R,0,R,0,R,0,R,0,R,0,R,6,R,0,R,6,R,15,R,2,R,13,R,0,R,0,R,0,R,6,R,0,R,6,R,0,R,0,R,0,R,4,R,0,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481739,20,99,3,1,R,31,R,2,R,29,R,0,R,0,R,0,R,0,R,0,R,0,R,6,R,0,R,6,R,15,R,2,R,13,R,0,R,0,R,0,R,6,R,0,R,6,R,0,R,0,R,0,R,4,R,0,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481739,21,14,1,4,R,34,R,3,R,31,R,0,R,0,R,0,R,1,R,1,R,0,R,8,R,0,R,8,R,15,R,2,R,13,R,0,R,0,R,0,R,5,R,0,R,5,R,1,R,0,R,1,R,4,R,0,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481739,22, 8,1,1,R,34,R,3,R,31,R,0,R,0,R,0,R,1,R,1,R,0,R,8,R,0,R,8,R,15,R,2,R,13,R,0,R,0,R,0,R,5,R,0,R,5,R,1,R,0,R,1,R,4,R,0,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481739,23, 6,1,1,R,34,R,3,R,31,R,0,R,0,R,0,R,1,R,1,R,0,R,8,R,0,R,8,R,15,R,2,R,13,R,0,R,0,R,0,R,5,R,0,R,5,R,1,R,0,R,1,R,4,R,0,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481739,24, 1,1,1,R,13,R,1,R,12,R,0,R,0,R,0,R,1,R,1,R,0,R,5,R,0,R,5,R,5,R,0,R,5,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481739,25,99,1,1,R,21,R,2,R,19,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,0,R,3,R,10,R,2,R,8,R,0,R,0,R,0,R,4,R,0,R,4,R,0,R,0,R,0,R,4,R,0,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481739,40, 3,1,1,R,21,R,2,R,19,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,0,R,3,R,10,R,2,R,8,R,0,R,0,R,0,R,4,R,0,R,4,R,0,R,0,R,0,R,4,R,0,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481739,41,28,2,4,R,13,R,0,R,13,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,4,R,6,R,0,R,6,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481739,42,22,2,1,R,13,R,0,R,13,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,4,R,6,R,0,R,6,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481739,43,20,2,1,R,13,R,0,R,13,R,0,R,0,R,0,R,0,R,0,R,0,R,4,R,0,R,4,R,6,R,0,R,6,R,0,R,0,R,0,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481739,44,15,2,1,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481739,45,99,2,1,R,10,R,0,R,10,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,0,R,3,R,5,R,0,R,5,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481739,60,17,2,1,R,10,R,0,R,10,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,0,R,3,R,5,R,0,R,5,R,0,R,0,R,0,R,2,R,0,R,2,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481748, 1,29,3,4,R,112,R,2,R,110,R,0,R,0,R,0,R,1,R,0,R,1,R,72,R,2,R,70,R,29,R,0,R,29,R,0,R,0,R,0,R,4,R,0,R,4,R,3,R,0,R,3,R,3,R,0,R,3,R,0,R,0,R,0,Z,0,R,0,Z,0,R,112
481748, 2,99,3,1,R,112,R,2,R,110,R,0,R,0,R,0,R,1,R,0,R,1,R,72,R,2,R,70,R,29,R,0,R,29,R,0,R,0,R,0,R,4,R,0,R,4,R,3,R,0,R,3,R,3,R,0,R,3,R,0,R,0,R,0,R,0,R,0,R,0,R,112
481748, 3,99,3,1,R,112,R,2,R,110,R,0,R,0,R,0,R,1,R,0,R,1,R,72,R,2,R,70,R,29,R,0,R,29,R,0,R,0,R,0,R,4,R,0,R,4,R,3,R,0,R,3,R,3,R,0,R,3,R,0,R,0,R,0,A,,A,,A,,A,
481748, 4,99,3,1,R,53,R,0,R,53,R,0,R,0,R,0,R,0,R,0,R,0,R,29,R,0,R,29,R,19,R,0,R,19,R,0,R,0,R,0,R,1,R,0,R,1,R,2,R,0,R,2,R,2,R,0,R,2,R,0,R,0,R,0,A,,A,,A,,A,
481748, 5,99,3,1,R,59,R,2,R,57,R,0,R,0,R,0,R,1,R,0,R,1,R,43,R,2,R,41,R,10,R,0,R,10,R,0,R,0,R,0,R,3,R,0,R,3,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,A,,A,,A,,A,
481748,20,99,3,1,R,59,R,2,R,57,R,0,R,0,R,0,R,1,R,0,R,1,R,43,R,2,R,41,R,10,R,0,R,10,R,0,R,0,R,0,R,3,R,0,R,3,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,A,,A,,A,,A,
481748,21,14,1,4,R,92,R,2,R,90,R,0,R,0,R,0,R,0,R,0,R,0,R,60,R,2,R,58,R,23,R,0,R,23,R,0,R,0,R,0,R,3,R,0,R,3,R,3,R,0,R,3,R,3,R,0,R,3,R,0,R,0,R,0,A,,A,,A,,A,
481748,22, 8,1,1,R,92,R,2,R,90,R,0,R,0,R,0,R,0,R,0,R,0,R,60,R,2,R,58,R,23,R,0,R,23,R,0,R,0,R,0,R,3,R,0,R,3,R,3,R,0,R,3,R,3,R,0,R,3,R,0,R,0,R,0,A,,A,,A,,A,
481748,23, 6,1,1,R,92,R,2,R,90,R,0,R,0,R,0,R,0,R,0,R,0,R,60,R,2,R,58,R,23,R,0,R,23,R,0,R,0,R,0,R,3,R,0,R,3,R,3,R,0,R,3,R,3,R,0,R,3,R,0,R,0,R,0,A,,A,,A,,A,
481748,24, 1,1,1,R,48,R,0,R,48,R,0,R,0,R,0,R,0,R,0,R,0,R,28,R,0,R,28,R,15,R,0,R,15,R,0,R,0,R,0,R,1,R,0,R,1,R,2,R,0,R,2,R,2,R,0,R,2,R,0,R,0,R,0,A,,A,,A,,A,
481748,25,99,1,1,R,44,R,2,R,42,R,0,R,0,R,0,R,0,R,0,R,0,R,32,R,2,R,30,R,8,R,0,R,8,R,0,R,0,R,0,R,2,R,0,R,2,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,A,,A,,A,,A,
481748,40, 3,1,1,R,44,R,2,R,42,R,0,R,0,R,0,R,0,R,0,R,0,R,32,R,2,R,30,R,8,R,0,R,8,R,0,R,0,R,0,R,2,R,0,R,2,R,1,R,0,R,1,R,1,R,0,R,1,R,0,R,0,R,0,A,,A,,A,,A,
481748,41,28,2,4,R,20,R,0,R,20,R,0,R,0,R,0,R,1,R,0,R,1,R,12,R,0,R,12,R,6,R,0,R,6,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481748,42,22,2,1,R,20,R,0,R,20,R,0,R,0,R,0,R,1,R,0,R,1,R,12,R,0,R,12,R,6,R,0,R,6,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481748,43,20,2,1,R,20,R,0,R,20,R,0,R,0,R,0,R,1,R,0,R,1,R,12,R,0,R,12,R,6,R,0,R,6,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481748,44,15,2,1,R,5,R,0,R,5,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,0,R,1,R,4,R,0,R,4,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481748,45,99,2,1,R,15,R,0,R,15,R,0,R,0,R,0,R,1,R,0,R,1,R,11,R,0,R,11,R,2,R,0,R,2,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481748,60,17,2,1,R,15,R,0,R,15,R,0,R,0,R,0,R,1,R,0,R,1,R,11,R,0,R,11,R,2,R,0,R,2,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481775, 1,29,3,4,R,248,R,75,R,173,R,1,R,0,R,1,R,4,R,1,R,3,R,68,R,19,R,49,R,137,R,39,R,98,R,2,R,1,R,1,R,23,R,10,R,13,R,9,R,5,R,4,R,4,R,0,R,4,R,0,R,0,R,0,Z,0,A,,Z,0,R,248
481775, 2,99,3,1,R,248,R,75,R,173,R,1,R,0,R,1,R,4,R,1,R,3,R,68,R,19,R,49,R,137,R,39,R,98,R,2,R,1,R,1,R,23,R,10,R,13,R,9,R,5,R,4,R,4,R,0,R,4,R,0,R,0,R,0,R,0,A,,R,0,R,248
481775, 3,99,3,1,R,248,R,75,R,173,R,1,R,0,R,1,R,4,R,1,R,3,R,68,R,19,R,49,R,137,R,39,R,98,R,2,R,1,R,1,R,23,R,10,R,13,R,9,R,5,R,4,R,4,R,0,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481775, 4,99,3,1,R,43,R,12,R,31,R,0,R,0,R,0,R,0,R,0,R,0,R,14,R,2,R,12,R,23,R,7,R,16,R,0,R,0,R,0,R,5,R,2,R,3,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481775, 5,99,3,1,R,205,R,63,R,142,R,1,R,0,R,1,R,4,R,1,R,3,R,54,R,17,R,37,R,114,R,32,R,82,R,2,R,1,R,1,R,18,R,8,R,10,R,8,R,4,R,4,R,4,R,0,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481775,19,99,3,1,R,26,R,7,R,19,R,0,R,0,R,0,R,2,R,1,R,1,R,6,R,2,R,4,R,15,R,3,R,12,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,A,,A,,A,,A,
481775,20,99,3,1,R,179,R,56,R,123,R,1,R,0,R,1,R,2,R,0,R,2,R,48,R,15,R,33,R,99,R,29,R,70,R,2,R,1,R,1,R,16,R,7,R,9,R,8,R,4,R,4,R,3,R,0,R,3,R,0,R,0,R,0,A,,A,,A,,A,
481775,21,14,1,4,R,248,R,75,R,173,R,1,R,0,R,1,R,4,R,1,R,3,R,68,R,19,R,49,R,137,R,39,R,98,R,2,R,1,R,1,R,23,R,10,R,13,R,9,R,5,R,4,R,4,R,0,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481775,22, 8,1,1,R,248,R,75,R,173,R,1,R,0,R,1,R,4,R,1,R,3,R,68,R,19,R,49,R,137,R,39,R,98,R,2,R,1,R,1,R,23,R,10,R,13,R,9,R,5,R,4,R,4,R,0,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481775,23, 6,1,1,R,248,R,75,R,173,R,1,R,0,R,1,R,4,R,1,R,3,R,68,R,19,R,49,R,137,R,39,R,98,R,2,R,1,R,1,R,23,R,10,R,13,R,9,R,5,R,4,R,4,R,0,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481775,24, 1,1,1,R,43,R,12,R,31,R,0,R,0,R,0,R,0,R,0,R,0,R,14,R,2,R,12,R,23,R,7,R,16,R,0,R,0,R,0,R,5,R,2,R,3,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,
481775,25,99,1,1,R,205,R,63,R,142,R,1,R,0,R,1,R,4,R,1,R,3,R,54,R,17,R,37,R,114,R,32,R,82,R,2,R,1,R,1,R,18,R,8,R,10,R,8,R,4,R,4,R,4,R,0,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481775,39, 2,1,1,R,26,R,7,R,19,R,0,R,0,R,0,R,2,R,1,R,1,R,6,R,2,R,4,R,15,R,3,R,12,R,0,R,0,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,1,R,0,R,1,R,0,R,0,R,0,A,,A,,A,,A,
481775,40, 3,1,1,R,179,R,56,R,123,R,1,R,0,R,1,R,2,R,0,R,2,R,48,R,15,R,33,R,99,R,29,R,70,R,2,R,1,R,1,R,16,R,7,R,9,R,8,R,4,R,4,R,3,R,0,R,3,R,0,R,0,R,0,A,,A,,A,,A,
481845, 1,29,3,4,R,73,R,2,R,71,R,0,R,0,R,0,R,0,R,0,R,0,R,22,R,1,R,21,R,12,R,0,R,12,R,0,R,0,R,0,R,19,R,0,R,19,R,2,R,0,R,2,R,18,R,1,R,17,R,0,R,0,R,0,Z,0,R,0,Z,0,R,73
481845, 2,99,3,1,R,73,R,2,R,71,R,0,R,0,R,0,R,0,R,0,R,0,R,22,R,1,R,21,R,12,R,0,R,12,R,0,R,0,R,0,R,19,R,0,R,19,R,2,R,0,R,2,R,18,R,1,R,17,R,0,R,0,R,0,R,0,R,0,R,0,R,73
481845, 3,99,3,1,R,73,R,2,R,71,R,0,R,0,R,0,R,0,R,0,R,0,R,22,R,1,R,21,R,12,R,0,R,12,R,0,R,0,R,0,R,19,R,0,R,19,R,2,R,0,R,2,R,18,R,1,R,17,R,0,R,0,R,0,A,,A,,A,,A,
481845, 4,99,3,1,R,27,R,0,R,27,R,0,R,0,R,0,R,0,R,0,R,0,R,7,R,0,R,7,R,5,R,0,R,5,R,0,R,0,R,0,R,8,R,0,R,8,R,1,R,0,R,1,R,6,R,0,R,6,R,0,R,0,R,0,A,,A,,A,,A,
481845, 5,99,3,1,R,46,R,2,R,44,R,0,R,0,R,0,R,0,R,0,R,0,R,15,R,1,R,14,R,7,R,0,R,7,R,0,R,0,R,0,R,11,R,0,R,11,R,1,R,0,R,1,R,12,R,1,R,11,R,0,R,0,R,0,A,,A,,A,,A,
481845,20,99,3,1,R,46,R,2,R,44,R,0,R,0,R,0,R,0,R,0,R,0,R,15,R,1,R,14,R,7,R,0,R,7,R,0,R,0,R,0,R,11,R,0,R,11,R,1,R,0,R,1,R,12,R,1,R,11,R,0,R,0,R,0,A,,A,,A,,A,
481845,21,14,1,4,R,44,R,1,R,43,R,0,R,0,R,0,R,0,R,0,R,0,R,14,R,1,R,13,R,5,R,0,R,5,R,0,R,0,R,0,R,10,R,0,R,10,R,2,R,0,R,2,R,13,R,0,R,13,R,0,R,0,R,0,A,,A,,A,,A,
481845,22, 8,1,1,R,44,R,1,R,43,R,0,R,0,R,0,R,0,R,0,R,0,R,14,R,1,R,13,R,5,R,0,R,5,R,0,R,0,R,0,R,10,R,0,R,10,R,2,R,0,R,2,R,13,R,0,R,13,R,0,R,0,R,0,A,,A,,A,,A,
481845,23, 6,1,1,R,44,R,1,R,43,R,0,R,0,R,0,R,0,R,0,R,0,R,14,R,1,R,13,R,5,R,0,R,5,R,0,R,0,R,0,R,10,R,0,R,10,R,2,R,0,R,2,R,13,R,0,R,13,R,0,R,0,R,0,A,,A,,A,,A,
481845,24, 1,1,1,R,13,R,0,R,13,R,0,R,0,R,0,R,0,R,0,R,0,R,3,R,0,R,3,R,1,R,0,R,1,R,0,R,0,R,0,R,4,R,0,R,4,R,1,R,0,R,1,R,4,R,0,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481845,25,99,1,1,R,31,R,1,R,30,R,0,R,0,R,0,R,0,R,0,R,0,R,11,R,1,R,10,R,4,R,0,R,4,R,0,R,0,R,0,R,6,R,0,R,6,R,1,R,0,R,1,R,9,R,0,R,9,R,0,R,0,R,0,A,,A,,A,,A,
481845,40, 3,1,1,R,31,R,1,R,30,R,0,R,0,R,0,R,0,R,0,R,0,R,11,R,1,R,10,R,4,R,0,R,4,R,0,R,0,R,0,R,6,R,0,R,6,R,1,R,0,R,1,R,9,R,0,R,9,R,0,R,0,R,0,A,,A,,A,,A,
481845,41,28,2,4,R,29,R,1,R,28,R,0,R,0,R,0,R,0,R,0,R,0,R,8,R,0,R,8,R,7,R,0,R,7,R,0,R,0,R,0,R,9,R,0,R,9,R,0,R,0,R,0,R,5,R,1,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481845,42,22,2,1,R,29,R,1,R,28,R,0,R,0,R,0,R,0,R,0,R,0,R,8,R,0,R,8,R,7,R,0,R,7,R,0,R,0,R,0,R,9,R,0,R,9,R,0,R,0,R,0,R,5,R,1,R,4,R,0,R,0,R,0,A,,A,,A,,A,
481845,43,20,2,1,R,29,R,1,R,28,R,0,R,0,R,0,R,0,R,0,R,0,R,8,R,0,R,8,R,7,R,0,R,7,R,0,R,0,R,0,R,9,R,0,R,9,R,0,R,0,R,0,R,5,R,1,R,4,R,0,R,0,R,0,A,,A,,A,,A,
