UNITID,EFALEVEL,LINE,SECTION,LSTUDY,XEFTOTLT,EFTOTLT,XEFTOTLM,EFTOTLM,XEFTOTLW,EFTOTLW,XEFAIANT,EFAIANT,XEFAIANM,EFAIANM,XEFAIANW,EFAIANW,XEFASIAT,EFASIAT,XEFASIAM,EFASIAM,XEFASIAW,EFASIAW,XEFBKAAT,EFBKAAT,XEFBKAAM,EFBKAAM,XEFBKAAW,EFBKAAW,XEFHISPT,EFHISPT,XEFHISPM,EFHISPM,XEFHISPW,EFHISPW,XEFNHPIT,EFNHPIT,XEFNHPIM,EFNHPIM,XEFNHPIW,EFNHPIW,XEFWHITT,EFWHITT,XEFWHITM,EFWHITM,XEFWHITW,EFWHITW,XEF2MORT,EF2MORT,XEF2MORM,EF2MORM,XEF2MORW,EF2MORW,XEFUNKNT,EFUNKNT,XEFUNKNM,EFUNKNM,XEFUNKNW,EFUNKNW,XEFNRALT,EFNRALT,XEFNRALM,EFNRALM,XEFNRALW,EFNRALW 
482149, 2,99,3,1,R,5463,R,1928,R,3535,R,8,R,4,R,4,R,349,R,135,R,214,R,1331,R,378,R,953,R,428,R,138,R,290,R,10,R,6,R,4,R,2865,R,1077,R,1788,R,334,R,132,R,202,R,80,R,31,R,49,R,58,R,27,R,31
482149, 3,99,3,1,R,5146,R,1795,R,3351,R,8,R,4,R,4,R,341,R,130,R,211,R,1277,R,361,R,916,R,404,R,128,R,276,R,10,R,6,R,4,R,2669,R,987,R,1682,R,312,R,128,R,184,R,69,R,24,R,45,R,56,R,27,R,29
482149, 4,99,3,1,R,1074,R,402,R,672,R,1,R,1,R,0,R,70,R,26,R,44,R,285,R,83,R,202,R,102,R,32,R,70,R,3,R,1,R,2,R,517,R,213,R,304,R,71,R,31,R,40,R,9,R,4,R,5,R,16,R,11,R,5
482149, 5,99,3,1,R,4072,R,1393,R,2679,R,7,R,3,R,4,R,271,R,104,R,167,R,992,R,278,R,714,R,302,R,96,R,206,R,7,R,5,R,2,R,2152,R,774,R,1378,R,241,R,97,R,144,R,60,R,20,R,40,R,40,R,16,R,24
482149,11,99,3,1,R,317,R,133,R,184,R,0,R,0,R,0,R,8,R,5,R,3,R,54,R,17,R,37,R,24,R,10,R,14,R,0,R,0,R,0,R,196,R,90,R,106,R,22,R,4,R,18,R,11,R,7,R,4,R,2,R,0,R,2
482149,12,99,3,3,R,2995,R,1113,R,1882,R,2,R,2,R,0,R,403,R,186,R,217,R,437,R,119,R,318,R,178,R,67,R,111,R,0,R,0,R,0,R,1754,R,640,R,1114,R,73,R,35,R,38,R,71,R,28,R,43,R,77,R,36,R,41
482149,19,99,3,1,R,532,R,160,R,372,R,0,R,0,R,0,R,22,R,8,R,14,R,138,R,41,R,97,R,31,R,8,R,23,R,1,R,1,R,0,R,292,R,82,R,210,R,33,R,13,R,20,R,13,R,5,R,8,R,2,R,2,R,0
482149,20,99,3,1,R,3540,R,1233,R,2307,R,7,R,3,R,4,R,249,R,96,R,153,R,854,R,237,R,617,R,271,R,88,R,183,R,6,R,4,R,2,R,1860,R,692,R,1168,R,208,R,84,R,124,R,47,R,15,R,32,R,38,R,14,R,24
482149,21,14,1,4,R,6840,R,2461,R,4379,R,9,R,5,R,4,R,681,R,285,R,396,R,1382,R,382,R,1000,R,511,R,164,R,347,R,10,R,6,R,4,R,3696,R,1388,R,2308,R,317,R,132,R,185,R,111,R,43,R,68,R,123,R,56,R,67
482149,22, 8,1,1,R,4419,R,1514,R,2905,R,7,R,3,R,4,R,299,R,112,R,187,R,1086,R,298,R,788,R,360,R,108,R,252,R,10,R,6,R,4,R,2283,R,835,R,1448,R,266,R,107,R,159,R,53,R,19,R,34,R,55,R,26,R,29
482149,23, 6,1,1,R,4355,R,1481,R,2874,R,7,R,3,R,4,R,297,R,111,R,186,R,1082,R,297,R,785,R,352,R,105,R,247,R,10,R,6,R,4,R,2242,R,808,R,1434,R,261,R,107,R,154,R,51,R,18,R,33,R,53,R,26,R,27
482149,24, 1,1,1,R,1051,R,388,R,663,R,1,R,1,R,0,R,69,R,26,R,43,R,280,R,80,R,200,R,101,R,31,R,70,R,3,R,1,R,2,R,506,R,205,R,301,R,66,R,29,R,37,R,9,R,4,R,5,R,16,R,11,R,5
482149,25,99,1,1,R,3304,R,1093,R,2211,R,6,R,2,R,4,R,228,R,85,R,143,R,802,R,217,R,585,R,251,R,74,R,177,R,7,R,5,R,2,R,1736,R,603,R,1133,R,195,R,78,R,117,R,42,R,14,R,28,R,37,R,15,R,22
482149,31, 7,1,1,R,64,R,33,R,31,R,0,R,0,R,0,R,2,R,1,R,1,R,4,R,1,R,3,R,8,R,3,R,5,R,0,R,0,R,0,R,41,R,27,R,14,R,5,R,0,R,5,R,2,R,1,R,1,R,2,R,0,R,2
482149,32,11,1,3,R,2421,R,947,R,1474,R,2,R,2,R,0,R,382,R,173,R,209,R,296,R,84,R,212,R,151,R,56,R,95,R,0,R,0,R,0,R,1413,R,553,R,860,R,51,R,25,R,26,R,58,R,24,R,34,R,68,R,30,R,38
482149,39, 2,1,1,R,447,R,127,R,320,R,0,R,0,R,0,R,19,R,6,R,13,R,114,R,34,R,80,R,26,R,6,R,20,R,1,R,1,R,0,R,246,R,62,R,184,R,29,R,11,R,18,R,10,R,5,R,5,R,2,R,2,R,0
482149,40, 3,1,1,R,2857,R,966,R,1891,R,6,R,2,R,4,R,209,R,79,R,130,R,688,R,183,R,505,R,225,R,68,R,157,R,6,R,4,R,2,R,1490,R,541,R,949,R,166,R,67,R,99,R,32,R,9,R,23,R,35,R,13,R,22
482149,41,28,2,4,R,1618,R,580,R,1038,R,1,R,1,R,0,R,71,R,36,R,35,R,386,R,115,R,271,R,95,R,41,R,54,R,0,R,0,R,0,R,923,R,329,R,594,R,90,R,35,R,55,R,40,R,16,R,24,R,12,R,7,R,5
482149,42,22,2,1,R,1044,R,414,R,630,R,1,R,1,R,0,R,50,R,23,R,27,R,245,R,80,R,165,R,68,R,30,R,38,R,0,R,0,R,0,R,582,R,242,R,340,R,68,R,25,R,43,R,27,R,12,R,15,R,3,R,1,R,2
482149,43,20,2,1,R,791,R,314,R,477,R,1,R,1,R,0,R,44,R,19,R,25,R,195,R,64,R,131,R,52,R,23,R,29,R,0,R,0,R,0,R,427,R,179,R,248,R,51,R,21,R,30,R,18,R,6,R,12,R,3,R,1,R,2
482149,44,15,2,1,R,23,R,14,R,9,R,0,R,0,R,0,R,1,R,0,R,1,R,5,R,3,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,11,R,8,R,3,R,5,R,2,R,3,R,0,R,0,R,0,R,0,R,0,R,0
482149,45,99,2,1,R,768,R,300,R,468,R,1,R,1,R,0,R,43,R,19,R,24,R,190,R,61,R,129,R,51,R,22,R,29,R,0,R,0,R,0,R,416,R,171,R,245,R,46,R,19,R,27,R,18,R,6,R,12,R,3,R,1,R,2
482149,51,21,2,1,R,253,R,100,R,153,R,0,R,0,R,0,R,6,R,4,R,2,R,50,R,16,R,34,R,16,R,7,R,9,R,0,R,0,R,0,R,155,R,63,R,92,R,17,R,4,R,13,R,9,R,6,R,3,R,0,R,0,R,0
482149,52,25,2,3,R,574,R,166,R,408,R,0,R,0,R,0,R,21,R,13,R,8,R,141,R,35,R,106,R,27,R,11,R,16,R,0,R,0,R,0,R,341,R,87,R,254,R,22,R,10,R,12,R,13,R,4,R,9,R,9,R,6,R,3
482149,59,16,2,1,R,85,R,33,R,52,R,0,R,0,R,0,R,3,R,2,R,1,R,24,R,7,R,17,R,5,R,2,R,3,R,0,R,0,R,0,R,46,R,20,R,26,R,4,R,2,R,2,R,3,R,0,R,3,R,0,R,0,R,0
482149,60,17,2,1,R,683,R,267,R,416,R,1,R,1,R,0,R,40,R,17,R,23,R,166,R,54,R,112,R,46,R,20,R,26,R,0,R,0,R,0,R,370,R,151,R,219,R,42,R,17,R,25,R,15,R,6,R,9,R,3,R,1,R,2
482158, 1,29,3,4,R,7802,R,3321,R,4481,R,12,R,3,R,9,R,221,R,140,R,81,R,2701,R,997,R,1704,R,392,R,173,R,219,R,9,R,4,R,5,R,4028,R,1804,R,2224,R,283,R,120,R,163,R,34,R,21,R,13,R,122,R,59,R,63
482158, 2,99,3,1,R,7584,R,3205,R,4379,R,11,R,3,R,8,R,202,R,127,R,75,R,2631,R,972,R,1659,R,383,R,168,R,215,R,9,R,4,R,5,R,3931,R,1749,R,2182,R,277,R,116,R,161,R,33,R,20,R,13,R,107,R,46,R,61
482158, 3,99,3,1,R,6931,R,2938,R,3993,R,9,R,3,R,6,R,170,R,104,R,66,R,2516,R,934,R,1582,R,361,R,160,R,201,R,9,R,4,R,5,R,3475,R,1560,R,1915,R,256,R,109,R,147,R,31,R,19,R,12,R,104,R,45,R,59
482158, 4,99,3,1,R,1465,R,709,R,756,R,3,R,2,R,1,R,31,R,20,R,11,R,660,R,314,R,346,R,94,R,46,R,48,R,0,R,0,R,0,R,581,R,282,R,299,R,58,R,29,R,29,R,7,R,4,R,3,R,31,R,12,R,19
482158, 5,99,3,1,R,5466,R,2229,R,3237,R,6,R,1,R,5,R,139,R,84,R,55,R,1856,R,620,R,1236,R,267,R,114,R,153,R,9,R,4,R,5,R,2894,R,1278,R,1616,R,198,R,80,R,118,R,24,R,15,R,9,R,73,R,33,R,40
482158,11,99,3,1,R,653,R,267,R,386,R,2,R,0,R,2,R,32,R,23,R,9,R,115,R,38,R,77,R,22,R,8,R,14,R,0,R,0,R,0,R,456,R,189,R,267,R,21,R,7,R,14,R,2,R,1,R,1,R,3,R,1,R,2
482158,12,99,3,3,R,218,R,116,R,102,R,1,R,0,R,1,R,19,R,13,R,6,R,70,R,25,R,45,R,9,R,5,R,4,R,0,R,0,R,0,R,97,R,55,R,42,R,6,R,4,R,2,R,1,R,1,R,0,R,15,R,13,R,2
482158,19,99,3,1,R,798,R,324,R,474,R,3,R,0,R,3,R,16,R,8,R,8,R,290,R,88,R,202,R,40,R,23,R,17,R,1,R,0,R,1,R,410,R,187,R,223,R,22,R,10,R,12,R,3,R,2,R,1,R,13,R,6,R,7
482158,20,99,3,1,R,4668,R,1905,R,2763,R,3,R,1,R,2,R,123,R,76,R,47,R,1566,R,532,R,1034,R,227,R,91,R,136,R,8,R,4,R,4,R,2484,R,1091,R,1393,R,176,R,70,R,106,R,21,R,13,R,8,R,60,R,27,R,33
482158,21,14,1,4,R,4893,R,2220,R,2673,R,10,R,3,R,7,R,133,R,86,R,47,R,1845,R,766,R,1079,R,266,R,124,R,142,R,4,R,1,R,3,R,2335,R,1100,R,1235,R,175,R,77,R,98,R,22,R,13,R,9,R,103,R,50,R,53
482158,22, 8,1,1,R,4788,R,2163,R,2625,R,9,R,3,R,6,R,125,R,82,R,43,R,1811,R,753,R,1058,R,263,R,122,R,141,R,4,R,1,R,3,R,2288,R,1072,R,1216,R,174,R,76,R,98,R,22,R,13,R,9,R,92,R,41,R,51
482158,23, 6,1,1,R,4690,R,2114,R,2576,R,8,R,3,R,5,R,116,R,75,R,41,R,1794,R,747,R,1047,R,259,R,119,R,140,R,4,R,1,R,3,R,2227,R,1043,R,1184,R,170,R,74,R,96,R,21,R,12,R,9,R,91,R,40,R,51
482158,24, 1,1,1,R,1358,R,660,R,698,R,3,R,2,R,1,R,31,R,20,R,11,R,620,R,298,R,322,R,88,R,43,R,45,R,0,R,0,R,0,R,526,R,256,R,270,R,55,R,27,R,28,R,7,R,4,R,3,R,28,R,10,R,18
482158,25,99,1,1,R,3332,R,1454,R,1878,R,5,R,1,R,4,R,85,R,55,R,30,R,1174,R,449,R,725,R,171,R,76,R,95,R,4,R,1,R,3,R,1701,R,787,R,914,R,115,R,47,R,68,R,14,R,8,R,6,R,63,R,30,R,33
482158,31, 7,1,1,R,98,R,49,R,49,R,1,R,0,R,1,R,9,R,7,R,2,R,17,R,6,R,11,R,4,R,3,R,1,R,0,R,0,R,0,R,61,R,29,R,32,R,4,R,2,R,2,R,1,R,1,R,0,R,1,R,1,R,0
482158,32,11,1,3,R,105,R,57,R,48,R,1,R,0,R,1,R,8,R,4,R,4,R,34,R,13,R,21,R,3,R,2,R,1,R,0,R,0,R,0,R,47,R,28,R,19,R,1,R,1,R,0,R,0,R,0,R,0,R,11,R,9,R,2
482158,39, 2,1,1,R,496,R,224,R,272,R,3,R,0,R,3,R,11,R,4,R,7,R,171,R,60,R,111,R,26,R,15,R,11,R,0,R,0,R,0,R,258,R,131,R,127,R,13,R,6,R,7,R,3,R,2,R,1,R,11,R,6,R,5
482158,40, 3,1,1,R,2836,R,1230,R,1606,R,2,R,1,R,1,R,74,R,51,R,23,R,1003,R,389,R,614,R,145,R,61,R,84,R,4,R,1,R,3,R,1443,R,656,R,787,R,102,R,41,R,61,R,11,R,6,R,5,R,52,R,24,R,28
482158,41,28,2,4,R,2909,R,1101,R,1808,R,2,R,0,R,2,R,88,R,54,R,34,R,856,R,231,R,625,R,126,R,49,R,77,R,5,R,3,R,2,R,1693,R,704,R,989,R,108,R,43,R,65,R,12,R,8,R,4,R,19,R,9,R,10
482158,42,22,2,1,R,2796,R,1042,R,1754,R,2,R,0,R,2,R,77,R,45,R,32,R,820,R,219,R,601,R,120,R,46,R,74,R,5,R,3,R,2,R,1643,R,677,R,966,R,103,R,40,R,63,R,11,R,7,R,4,R,15,R,5,R,10
482158,43,20,2,1,R,2241,R,824,R,1417,R,1,R,0,R,1,R,54,R,29,R,25,R,722,R,187,R,535,R,102,R,41,R,61,R,5,R,3,R,2,R,1248,R,517,R,731,R,86,R,35,R,51,R,10,R,7,R,3,R,13,R,5,R,8
482158,44,15,2,1,R,107,R,49,R,58,R,0,R,0,R,0,R,0,R,0,R,0,R,40,R,16,R,24,R,6,R,3,R,3,R,0,R,0,R,0,R,55,R,26,R,29,R,3,R,2,R,1,R,0,R,0,R,0,R,3,R,2,R,1
482158,45,99,2,1,R,2134,R,775,R,1359,R,1,R,0,R,1,R,54,R,29,R,25,R,682,R,171,R,511,R,96,R,38,R,58,R,5,R,3,R,2,R,1193,R,491,R,702,R,83,R,33,R,50,R,10,R,7,R,3,R,10,R,3,R,7
482158,51,21,2,1,R,555,R,218,R,337,R,1,R,0,R,1,R,23,R,16,R,7,R,98,R,32,R,66,R,18,R,5,R,13,R,0,R,0,R,0,R,395,R,160,R,235,R,17,R,5,R,12,R,1,R,0,R,1,R,2,R,0,R,2
482158,52,25,2,3,R,113,R,59,R,54,R,0,R,0,R,0,R,11,R,9,R,2,R,36,R,12,R,24,R,6,R,3,R,3,R,0,R,0,R,0,R,50,R,27,R,23,R,5,R,3,R,2,R,1,R,1,R,0,R,4,R,4,R,0
482158,59,16,2,1,R,302,R,100,R,202,R,0,R,0,R,0,R,5,R,4,R,1,R,119,R,28,R,91,R,14,R,8,R,6,R,1,R,0,R,1,R,152,R,56,R,96,R,9,R,4,R,5,R,0,R,0,R,0,R,2,R,0,R,2
482158,60,17,2,1,R,1832,R,675,R,1157,R,1,R,0,R,1,R,49,R,25,R,24,R,563,R,143,R,420,R,82,R,30,R,52,R,4,R,3,R,1,R,1041,R,435,R,606,R,74,R,29,R,45,R,10,R,7,R,3,R,8,R,3,R,5
482167, 1,29,3,4,R,103,R,1,R,102,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,103,R,1,R,102,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167, 2,99,3,1,R,103,R,1,R,102,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,103,R,1,R,102,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167, 3,99,3,1,R,103,R,1,R,102,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,103,R,1,R,102,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167, 4,99,3,1,R,23,R,0,R,23,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,23,R,0,R,23,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167, 5,99,3,1,R,80,R,1,R,79,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,80,R,1,R,79,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167,20,99,3,1,R,80,R,1,R,79,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,80,R,1,R,79,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167,21,14,1,4,R,44,R,1,R,43,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,44,R,1,R,43,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167,22, 8,1,1,R,44,R,1,R,43,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,44,R,1,R,43,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167,23, 6,1,1,R,44,R,1,R,43,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,44,R,1,R,43,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167,24, 1,1,1,R,9,R,0,R,9,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9,R,0,R,9,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167,25,99,1,1,R,35,R,1,R,34,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,35,R,1,R,34,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167,40, 3,1,1,R,35,R,1,R,34,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,35,R,1,R,34,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167,41,28,2,4,R,59,Z,0,R,59,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,59,Z,0,R,59,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167,42,22,2,1,R,59,Z,0,R,59,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,59,Z,0,R,59,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167,43,20,2,1,R,59,Z,0,R,59,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,59,Z,0,R,59,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167,44,15,2,1,R,14,Z,0,R,14,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,14,Z,0,R,14,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167,45,99,2,1,R,45,Z,0,R,45,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,45,Z,0,R,45,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482167,60,17,2,1,R,45,Z,0,R,45,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,45,Z,0,R,45,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482176, 1,29,3,4,R,201,R,15,R,186,R,1,Z,0,R,1,R,5,R,1,R,4,R,2,Z,0,R,2,R,59,R,5,R,54,Z,0,Z,0,Z,0,R,127,R,9,R,118,R,3,Z,0,R,3,R,4,Z,0,R,4,Z,0,Z,0,Z,0
482176, 2,99,3,1,R,201,R,15,R,186,R,1,Z,0,R,1,R,5,R,1,R,4,R,2,Z,0,R,2,R,59,R,5,R,54,Z,0,Z,0,Z,0,R,127,R,9,R,118,R,3,Z,0,R,3,R,4,Z,0,R,4,Z,0,Z,0,Z,0
482176, 3,99,3,1,R,201,R,15,R,186,R,1,Z,0,R,1,R,5,R,1,R,4,R,2,Z,0,R,2,R,59,R,5,R,54,Z,0,Z,0,Z,0,R,127,R,9,R,118,R,3,Z,0,R,3,R,4,Z,0,R,4,Z,0,Z,0,Z,0
482176, 4,99,3,1,R,32,R,2,R,30,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,13,R,1,R,12,Z,0,Z,0,Z,0,R,19,R,1,R,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482176, 5,99,3,1,R,169,R,13,R,156,R,1,Z,0,R,1,R,5,R,1,R,4,R,2,Z,0,R,2,R,46,R,4,R,42,Z,0,Z,0,Z,0,R,108,R,8,R,100,R,3,Z,0,R,3,R,4,Z,0,R,4,Z,0,Z,0,Z,0
482176,20,99,3,1,R,169,R,13,R,156,R,1,Z,0,R,1,R,5,R,1,R,4,R,2,Z,0,R,2,R,46,R,4,R,42,Z,0,Z,0,Z,0,R,108,R,8,R,100,R,3,Z,0,R,3,R,4,Z,0,R,4,Z,0,Z,0,Z,0
482176,21,14,1,4,R,195,R,14,R,181,R,1,Z,0,R,1,R,5,R,1,R,4,R,2,Z,0,R,2,R,57,R,5,R,52,Z,0,Z,0,Z,0,R,123,R,8,R,115,R,3,Z,0,R,3,R,4,Z,0,R,4,Z,0,Z,0,Z,0
482176,22, 8,1,1,R,195,R,14,R,181,R,1,Z,0,R,1,R,5,R,1,R,4,R,2,Z,0,R,2,R,57,R,5,R,52,Z,0,Z,0,Z,0,R,123,R,8,R,115,R,3,Z,0,R,3,R,4,Z,0,R,4,Z,0,Z,0,Z,0
482176,23, 6,1,1,R,195,R,14,R,181,R,1,Z,0,R,1,R,5,R,1,R,4,R,2,Z,0,R,2,R,57,R,5,R,52,Z,0,Z,0,Z,0,R,123,R,8,R,115,R,3,Z,0,R,3,R,4,Z,0,R,4,Z,0,Z,0,Z,0
482176,24, 1,1,1,R,32,R,2,R,30,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,13,R,1,R,12,Z,0,Z,0,Z,0,R,19,R,1,R,18,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482176,25,99,1,1,R,163,R,12,R,151,R,1,Z,0,R,1,R,5,R,1,R,4,R,2,Z,0,R,2,R,44,R,4,R,40,Z,0,Z,0,Z,0,R,104,R,7,R,97,R,3,Z,0,R,3,R,4,Z,0,R,4,Z,0,Z,0,Z,0
482176,40, 3,1,1,R,163,R,12,R,151,R,1,Z,0,R,1,R,5,R,1,R,4,R,2,Z,0,R,2,R,44,R,4,R,40,Z,0,Z,0,Z,0,R,104,R,7,R,97,R,3,Z,0,R,3,R,4,Z,0,R,4,Z,0,Z,0,Z,0
482176,41,28,2,4,R,6,R,1,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,4,R,1,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482176,42,22,2,1,R,6,R,1,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,4,R,1,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482176,43,20,2,1,R,6,R,1,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,4,R,1,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482176,45,99,2,1,R,6,R,1,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,4,R,1,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482176,60,17,2,1,R,6,R,1,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,Z,0,R,2,Z,0,Z,0,Z,0,R,4,R,1,R,3,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
482185, 1,29,3,4,R,147,R,94,R,53,R,2,R,2,R,0,R,9,R,2,R,7,R,5,R,1,R,4,R,3,R,3,R,0,R,2,R,2,R,0,R,110,R,73,R,37,R,7,R,3,R,4,R,6,R,6,R,0,R,3,R,2,R,1
482185, 2,99,3,1,R,147,R,94,R,53,R,2,R,2,R,0,R,9,R,2,R,7,R,5,R,1,R,4,R,3,R,3,R,0,R,2,R,2,R,0,R,110,R,73,R,37,R,7,R,3,R,4,R,6,R,6,R,0,R,3,R,2,R,1
482185, 3,99,3,1,R,147,R,94,R,53,R,2,R,2,R,0,R,9,R,2,R,7,R,5,R,1,R,4,R,3,R,3,R,0,R,2,R,2,R,0,R,110,R,73,R,37,R,7,R,3,R,4,R,6,R,6,R,0,R,3,R,2,R,1
482185, 4,99,3,1,R,51,R,32,R,19,R,1,R,1,R,0,R,5,R,2,R,3,R,3,R,1,R,2,R,1,R,1,R,0,R,1,R,1,R,0,R,31,R,18,R,13,R,4,R,3,R,1,R,4,R,4,R,0,R,1,R,1,R,0
482185, 5,99,3,1,R,96,R,62,R,34,R,1,R,1,R,0,R,4,R,0,R,4,R,2,R,0,R,2,R,2,R,2,R,0,R,1,R,1,R,0,R,79,R,55,R,24,R,3,R,0,R,3,R,2,R,2,R,0,R,2,R,1,R,1
482185,20,99,3,1,R,96,R,62,R,34,R,1,R,1,R,0,R,4,R,0,R,4,R,2,R,0,R,2,R,2,R,2,R,0,R,1,R,1,R,0,R,79,R,55,R,24,R,3,R,0,R,3,R,2,R,2,R,0,R,2,R,1,R,1
482185,21,14,1,4,R,147,R,94,R,53,R,2,R,2,R,0,R,9,R,2,R,7,R,5,R,1,R,4,R,3,R,3,R,0,R,2,R,2,R,0,R,110,R,73,R,37,R,7,R,3,R,4,R,6,R,6,R,0,R,3,R,2,R,1
482185,22, 8,1,1,R,147,R,94,R,53,R,2,R,2,R,0,R,9,R,2,R,7,R,5,R,1,R,4,R,3,R,3,R,0,R,2,R,2,R,0,R,110,R,73,R,37,R,7,R,3,R,4,R,6,R,6,R,0,R,3,R,2,R,1
