UNITID,EFALEVEL,LINE,SECTION,LSTUDY,XEFTOTLT,EFTOTLT,XEFTOTLM,EFTOTLM,XEFTOTLW,EFTOTLW,XEFAIANT,EFAIANT,XEFAIANM,EFAIANM,XEFAIANW,EFAIANW,XEFASIAT,EFASIAT,XEFASIAM,EFASIAM,XEFASIAW,EFASIAW,XEFBKAAT,EFBKAAT,XEFBKAAM,EFBKAAM,XEFBKAAW,EFBKAAW,XEFHISPT,EFHISPT,XEFHISPM,EFHISPM,XEFHISPW,EFHISPW,XEFNHPIT,EFNHPIT,XEFNHPIM,EFNHPIM,XEFNHPIW,EFNHPIW,XEFWHITT,EFWHITT,XEFWHITM,EFWHITM,XEFWHITW,EFWHITW,XEF2MORT,EF2MORT,XEF2MORM,EF2MORM,XEF2MORW,EF2MORW,XEFUNKNT,EFUNKNT,XEFUNKNM,EFUNKNM,XEFUNKNW,EFUNKNW,XEFNRALT,EFNRALT,XEFNRALM,EFNRALM,XEFNRALW,EFNRALW 
448895,22, 8,1,1,R,417,R,106,R,311,R,2,R,1,R,1,R,22,R,4,R,18,R,29,R,10,R,19,R,259,R,77,R,182,Z,0,Z,0,Z,0,R,84,R,10,R,74,R,15,R,4,R,11,R,6,Z,0,R,6,Z,0,Z,0,Z,0
448895,23, 6,1,1,R,417,R,106,R,311,R,2,R,1,R,1,R,22,R,4,R,18,R,29,R,10,R,19,R,259,R,77,R,182,Z,0,Z,0,Z,0,R,84,R,10,R,74,R,15,R,4,R,11,R,6,Z,0,R,6,Z,0,Z,0,Z,0
448895,24, 1,1,1,R,99,R,17,R,82,R,1,Z,0,R,1,R,7,R,2,R,5,R,8,R,1,R,7,R,58,R,13,R,45,Z,0,Z,0,Z,0,R,20,R,1,R,19,R,3,Z,0,R,3,R,2,Z,0,R,2,Z,0,Z,0,Z,0
448895,25,99,1,1,R,318,R,89,R,229,R,1,R,1,Z,0,R,15,R,2,R,13,R,21,R,9,R,12,R,201,R,64,R,137,Z,0,Z,0,Z,0,R,64,R,9,R,55,R,12,R,4,R,8,R,4,Z,0,R,4,Z,0,Z,0,Z,0
448895,40, 3,1,1,R,318,R,89,R,229,R,1,R,1,Z,0,R,15,R,2,R,13,R,21,R,9,R,12,R,201,R,64,R,137,Z,0,Z,0,Z,0,R,64,R,9,R,55,R,12,R,4,R,8,R,4,Z,0,R,4,Z,0,Z,0,Z,0
448974, 1,29,3,4,R,29,R,4,R,25,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,1,R,14,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,R,2,R,9,Z,0,Z,0,Z,0
448974, 2,99,3,1,R,29,R,4,R,25,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,1,R,14,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,R,2,R,9,Z,0,Z,0,Z,0
448974, 3,99,3,1,R,29,R,4,R,25,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,1,R,14,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,R,2,R,9,Z,0,Z,0,Z,0
448974, 5,99,3,1,R,29,R,4,R,25,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,1,R,14,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,R,2,R,9,Z,0,Z,0,Z,0
448974,20,99,3,1,R,29,R,4,R,25,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,1,R,14,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,R,2,R,9,Z,0,Z,0,Z,0
448974,21,14,1,4,R,29,R,4,R,25,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,1,R,14,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,R,2,R,9,Z,0,Z,0,Z,0
448974,22, 8,1,1,R,29,R,4,R,25,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,1,R,14,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,R,2,R,9,Z,0,Z,0,Z,0
448974,23, 6,1,1,R,29,R,4,R,25,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,1,R,14,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,R,2,R,9,Z,0,Z,0,Z,0
448974,25,99,1,1,R,29,R,4,R,25,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,1,R,14,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,R,2,R,9,Z,0,Z,0,Z,0
448974,40, 3,1,1,R,29,R,4,R,25,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,15,R,1,R,14,R,1,Z,0,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2,R,1,R,1,R,11,R,2,R,9,Z,0,Z,0,Z,0
448983, 1,29,3,4,R,108,R,20,R,88,Z,0,Z,0,Z,0,R,5,Z,0,R,5,R,31,R,6,R,25,R,23,R,3,R,20,R,1,Z,0,R,1,R,35,R,6,R,29,R,5,R,3,R,2,R,8,R,2,R,6,Z,0,Z,0,Z,0
448983, 2,99,3,1,R,108,R,20,R,88,Z,0,Z,0,Z,0,R,5,Z,0,R,5,R,31,R,6,R,25,R,23,R,3,R,20,R,1,Z,0,R,1,R,35,R,6,R,29,R,5,R,3,R,2,R,8,R,2,R,6,Z,0,Z,0,Z,0
448983, 3,99,3,1,R,108,R,20,R,88,Z,0,Z,0,Z,0,R,5,Z,0,R,5,R,31,R,6,R,25,R,23,R,3,R,20,R,1,Z,0,R,1,R,35,R,6,R,29,R,5,R,3,R,2,R,8,R,2,R,6,Z,0,Z,0,Z,0
448983, 4,99,3,1,R,30,R,6,R,24,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,12,R,1,R,11,R,7,R,2,R,5,Z,0,Z,0,Z,0,R,4,R,1,R,3,R,1,R,1,Z,0,R,4,R,1,R,3,Z,0,Z,0,Z,0
448983, 5,99,3,1,R,78,R,14,R,64,Z,0,Z,0,Z,0,R,3,Z,0,R,3,R,19,R,5,R,14,R,16,R,1,R,15,R,1,Z,0,R,1,R,31,R,5,R,26,R,4,R,2,R,2,R,4,R,1,R,3,Z,0,Z,0,Z,0
448983,20,99,3,1,R,78,R,14,R,64,Z,0,Z,0,Z,0,R,3,Z,0,R,3,R,19,R,5,R,14,R,16,R,1,R,15,R,1,Z,0,R,1,R,31,R,5,R,26,R,4,R,2,R,2,R,4,R,1,R,3,Z,0,Z,0,Z,0
448983,21,14,1,4,R,82,R,17,R,65,Z,0,Z,0,Z,0,R,4,Z,0,R,4,R,23,R,6,R,17,R,18,R,3,R,15,Z,0,Z,0,Z,0,R,29,R,5,R,24,R,2,R,1,R,1,R,6,R,2,R,4,Z,0,Z,0,Z,0
448983,22, 8,1,1,R,82,R,17,R,65,Z,0,Z,0,Z,0,R,4,Z,0,R,4,R,23,R,6,R,17,R,18,R,3,R,15,Z,0,Z,0,Z,0,R,29,R,5,R,24,R,2,R,1,R,1,R,6,R,2,R,4,Z,0,Z,0,Z,0
448983,23, 6,1,1,R,82,R,17,R,65,Z,0,Z,0,Z,0,R,4,Z,0,R,4,R,23,R,6,R,17,R,18,R,3,R,15,Z,0,Z,0,Z,0,R,29,R,5,R,24,R,2,R,1,R,1,R,6,R,2,R,4,Z,0,Z,0,Z,0
448983,24, 1,1,1,R,23,R,5,R,18,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,7,R,1,R,6,R,7,R,2,R,5,Z,0,Z,0,Z,0,R,3,R,1,R,2,Z,0,Z,0,Z,0,R,4,R,1,R,3,Z,0,Z,0,Z,0
448983,25,99,1,1,R,59,R,12,R,47,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,16,R,5,R,11,R,11,R,1,R,10,Z,0,Z,0,Z,0,R,26,R,4,R,22,R,2,R,1,R,1,R,2,R,1,R,1,Z,0,Z,0,Z,0
448983,40, 3,1,1,R,59,R,12,R,47,Z,0,Z,0,Z,0,R,2,Z,0,R,2,R,16,R,5,R,11,R,11,R,1,R,10,Z,0,Z,0,Z,0,R,26,R,4,R,22,R,2,R,1,R,1,R,2,R,1,R,1,Z,0,Z,0,Z,0
448983,41,28,2,4,R,26,R,3,R,23,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,8,Z,0,R,8,R,5,Z,0,R,5,R,1,Z,0,R,1,R,6,R,1,R,5,R,3,R,2,R,1,R,2,Z,0,R,2,Z,0,Z,0,Z,0
448983,42,22,2,1,R,26,R,3,R,23,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,8,Z,0,R,8,R,5,Z,0,R,5,R,1,Z,0,R,1,R,6,R,1,R,5,R,3,R,2,R,1,R,2,Z,0,R,2,Z,0,Z,0,Z,0
448983,43,20,2,1,R,26,R,3,R,23,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,8,Z,0,R,8,R,5,Z,0,R,5,R,1,Z,0,R,1,R,6,R,1,R,5,R,3,R,2,R,1,R,2,Z,0,R,2,Z,0,Z,0,Z,0
448983,44,15,2,1,R,7,R,1,R,6,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,5,Z,0,R,5,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,1,R,1,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
448983,45,99,2,1,R,19,R,2,R,17,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,3,Z,0,R,3,R,5,Z,0,R,5,R,1,Z,0,R,1,R,5,R,1,R,4,R,2,R,1,R,1,R,2,Z,0,R,2,Z,0,Z,0,Z,0
448983,60,17,2,1,R,19,R,2,R,17,Z,0,Z,0,Z,0,R,1,Z,0,R,1,R,3,Z,0,R,3,R,5,Z,0,R,5,R,1,Z,0,R,1,R,5,R,1,R,4,R,2,R,1,R,1,R,2,Z,0,R,2,Z,0,Z,0,Z,0
449038, 1,29,3,4,R,2205,R,701,R,1504,R,7,R,0,R,7,R,32,R,14,R,18,R,1146,R,291,R,855,R,421,R,161,R,260,R,5,R,1,R,4,R,458,R,189,R,269,R,62,R,24,R,38,R,59,R,18,R,41,R,15,R,3,R,12
449038, 2,99,3,1,R,1702,R,517,R,1185,R,6,R,0,R,6,R,25,R,11,R,14,R,877,R,207,R,670,R,311,R,120,R,191,R,4,R,1,R,3,R,370,R,144,R,226,R,48,R,15,R,33,R,54,R,17,R,37,R,7,R,2,R,5
449038, 3,99,3,1,R,1699,R,515,R,1184,R,6,R,0,R,6,R,25,R,11,R,14,R,876,R,206,R,670,R,309,R,119,R,190,R,4,R,1,R,3,R,370,R,144,R,226,R,48,R,15,R,33,R,54,R,17,R,37,R,7,R,2,R,5
449038, 4,99,3,1,R,117,R,30,R,87,R,0,R,0,R,0,R,1,R,0,R,1,R,64,R,15,R,49,R,17,R,4,R,13,R,0,R,0,R,0,R,25,R,7,R,18,R,7,R,3,R,4,R,3,R,1,R,2,R,0,R,0,R,0
449038, 5,99,3,1,R,1582,R,485,R,1097,R,6,R,0,R,6,R,24,R,11,R,13,R,812,R,191,R,621,R,292,R,115,R,177,R,4,R,1,R,3,R,345,R,137,R,208,R,41,R,12,R,29,R,51,R,16,R,35,R,7,R,2,R,5
449038,11,99,3,1,R,3,R,2,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
449038,12,99,3,3,R,503,R,184,R,319,R,1,R,0,R,1,R,7,R,3,R,4,R,269,R,84,R,185,R,110,R,41,R,69,R,1,R,0,R,1,R,88,R,45,R,43,R,14,R,9,R,5,R,5,R,1,R,4,R,8,R,1,R,7
449038,19,99,3,1,R,422,R,97,R,325,R,2,R,0,R,2,R,2,R,1,R,1,R,260,R,44,R,216,R,52,R,18,R,34,R,1,R,0,R,1,R,78,R,28,R,50,R,14,R,2,R,12,R,12,R,4,R,8,R,1,R,0,R,1
449038,20,99,3,1,R,1160,R,388,R,772,R,4,R,0,R,4,R,22,R,10,R,12,R,552,R,147,R,405,R,240,R,97,R,143,R,3,R,1,R,2,R,267,R,109,R,158,R,27,R,10,R,17,R,39,R,12,R,27,R,6,R,2,R,4
449038,21,14,1,4,R,378,R,215,R,163,R,2,R,0,R,2,R,3,R,2,R,1,R,157,R,82,R,75,R,81,R,53,R,28,R,0,R,0,R,0,R,98,R,64,R,34,R,17,R,9,R,8,R,7,R,2,R,5,R,13,R,3,R,10
449038,22, 8,1,1,R,256,R,157,R,99,R,2,R,0,R,2,R,3,R,2,R,1,R,98,R,60,R,38,R,53,R,37,R,16,R,0,R,0,R,0,R,74,R,49,R,25,R,12,R,5,R,7,R,7,R,2,R,5,R,7,R,2,R,5
449038,23, 6,1,1,R,256,R,157,R,99,R,2,R,0,R,2,R,3,R,2,R,1,R,98,R,60,R,38,R,53,R,37,R,16,R,0,R,0,R,0,R,74,R,49,R,25,R,12,R,5,R,7,R,7,R,2,R,5,R,7,R,2,R,5
449038,24, 1,1,1,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
449038,25,99,1,1,R,255,R,156,R,99,R,2,R,0,R,2,R,3,R,2,R,1,R,98,R,60,R,38,R,52,R,36,R,16,R,0,R,0,R,0,R,74,R,49,R,25,R,12,R,5,R,7,R,7,R,2,R,5,R,7,R,2,R,5
449038,32,11,1,3,R,122,R,58,R,64,R,0,R,0,R,0,R,0,R,0,R,0,R,59,R,22,R,37,R,28,R,16,R,12,R,0,R,0,R,0,R,24,R,15,R,9,R,5,R,4,R,1,R,0,R,0,R,0,R,6,R,1,R,5
449038,39, 2,1,1,R,52,R,35,R,17,R,0,R,0,R,0,R,0,R,0,R,0,R,21,R,14,R,7,R,10,R,8,R,2,R,0,R,0,R,0,R,16,R,12,R,4,R,3,R,1,R,2,R,1,R,0,R,1,R,1,R,0,R,1
449038,40, 3,1,1,R,203,R,121,R,82,R,2,R,0,R,2,R,3,R,2,R,1,R,77,R,46,R,31,R,42,R,28,R,14,R,0,R,0,R,0,R,58,R,37,R,21,R,9,R,4,R,5,R,6,R,2,R,4,R,6,R,2,R,4
449038,41,28,2,4,R,1827,R,486,R,1341,R,5,R,0,R,5,R,29,R,12,R,17,R,989,R,209,R,780,R,340,R,108,R,232,R,5,R,1,R,4,R,360,R,125,R,235,R,45,R,15,R,30,R,52,R,16,R,36,R,2,R,0,R,2
449038,42,22,2,1,R,1446,R,360,R,1086,R,4,R,0,R,4,R,22,R,9,R,13,R,779,R,147,R,632,R,258,R,83,R,175,R,4,R,1,R,3,R,296,R,95,R,201,R,36,R,10,R,26,R,47,R,15,R,32,R,0,R,0,R,0
449038,43,20,2,1,R,1443,R,358,R,1085,R,4,R,0,R,4,R,22,R,9,R,13,R,778,R,146,R,632,R,256,R,82,R,174,R,4,R,1,R,3,R,296,R,95,R,201,R,36,R,10,R,26,R,47,R,15,R,32,R,0,R,0,R,0
449038,44,15,2,1,R,116,R,29,R,87,R,0,R,0,R,0,R,1,R,0,R,1,R,64,R,15,R,49,R,16,R,3,R,13,R,0,R,0,R,0,R,25,R,7,R,18,R,7,R,3,R,4,R,3,R,1,R,2,R,0,R,0,R,0
449038,45,99,2,1,R,1327,R,329,R,998,R,4,R,0,R,4,R,21,R,9,R,12,R,714,R,131,R,583,R,240,R,79,R,161,R,4,R,1,R,3,R,271,R,88,R,183,R,29,R,7,R,22,R,44,R,14,R,30,R,0,R,0,R,0
449038,51,21,2,1,R,3,R,2,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,2,R,1,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0
449038,52,25,2,3,R,381,R,126,R,255,R,1,R,0,R,1,R,7,R,3,R,4,R,210,R,62,R,148,R,82,R,25,R,57,R,1,R,0,R,1,R,64,R,30,R,34,R,9,R,5,R,4,R,5,R,1,R,4,R,2,R,0,R,2
449038,59,16,2,1,R,370,R,62,R,308,R,2,R,0,R,2,R,2,R,1,R,1,R,239,R,30,R,209,R,42,R,10,R,32,R,1,R,0,R,1,R,62,R,16,R,46,R,11,R,1,R,10,R,11,R,4,R,7,R,0,R,0,R,0
449038,60,17,2,1,R,957,R,267,R,690,R,2,R,0,R,2,R,19,R,8,R,11,R,475,R,101,R,374,R,198,R,69,R,129,R,3,R,1,R,2,R,209,R,72,R,137,R,18,R,6,R,12,R,33,R,10,R,23,R,0,R,0,R,0
449074, 1,29,3,4,R,497,R,60,R,437,R,8,R,3,R,5,R,71,R,11,R,60,R,54,R,9,R,45,R,104,R,12,R,92,R,2,Z,0,R,2,R,199,R,18,R,181,R,33,R,5,R,28,R,26,R,2,R,24,Z,0,Z,0,Z,0
449074, 2,99,3,1,R,497,R,60,R,437,R,8,R,3,R,5,R,71,R,11,R,60,R,54,R,9,R,45,R,104,R,12,R,92,R,2,Z,0,R,2,R,199,R,18,R,181,R,33,R,5,R,28,R,26,R,2,R,24,Z,0,Z,0,Z,0
449074, 3,99,3,1,R,497,R,60,R,437,R,8,R,3,R,5,R,71,R,11,R,60,R,54,R,9,R,45,R,104,R,12,R,92,R,2,Z,0,R,2,R,199,R,18,R,181,R,33,R,5,R,28,R,26,R,2,R,24,Z,0,Z,0,Z,0
449074, 4,99,3,1,R,113,R,14,R,99,R,3,R,1,R,2,R,12,R,4,R,8,R,9,R,2,R,7,R,30,R,4,R,26,Z,0,Z,0,Z,0,R,43,R,3,R,40,R,8,Z,0,R,8,R,8,Z,0,R,8,Z,0,Z,0,Z,0
449074, 5,99,3,1,R,384,R,46,R,338,R,5,R,2,R,3,R,59,R,7,R,52,R,45,R,7,R,38,R,74,R,8,R,66,R,2,Z,0,R,2,R,156,R,15,R,141,R,25,R,5,R,20,R,18,R,2,R,16,Z,0,Z,0,Z,0
449074,19,99,3,1,R,101,R,12,R,89,Z,0,Z,0,Z,0,R,22,R,2,R,20,R,8,R,2,R,6,R,21,R,2,R,19,Z,0,Z,0,Z,0,R,37,R,4,R,33,R,6,R,1,R,5,R,7,R,1,R,6,Z,0,Z,0,Z,0
449074,20,99,3,1,R,283,R,34,R,249,R,5,R,2,R,3,R,37,R,5,R,32,R,37,R,5,R,32,R,53,R,6,R,47,R,2,Z,0,R,2,R,119,R,11,R,108,R,19,R,4,R,15,R,11,R,1,R,10,Z,0,Z,0,Z,0
449074,21,14,1,4,R,497,R,60,R,437,R,8,R,3,R,5,R,71,R,11,R,60,R,54,R,9,R,45,R,104,R,12,R,92,R,2,Z,0,R,2,R,199,R,18,R,181,R,33,R,5,R,28,R,26,R,2,R,24,Z,0,Z,0,Z,0
449074,22, 8,1,1,R,497,R,60,R,437,R,8,R,3,R,5,R,71,R,11,R,60,R,54,R,9,R,45,R,104,R,12,R,92,R,2,Z,0,R,2,R,199,R,18,R,181,R,33,R,5,R,28,R,26,R,2,R,24,Z,0,Z,0,Z,0
449074,23, 6,1,1,R,497,R,60,R,437,R,8,R,3,R,5,R,71,R,11,R,60,R,54,R,9,R,45,R,104,R,12,R,92,R,2,Z,0,R,2,R,199,R,18,R,181,R,33,R,5,R,28,R,26,R,2,R,24,Z,0,Z,0,Z,0
449074,24, 1,1,1,R,113,R,14,R,99,R,3,R,1,R,2,R,12,R,4,R,8,R,9,R,2,R,7,R,30,R,4,R,26,Z,0,Z,0,Z,0,R,43,R,3,R,40,R,8,Z,0,R,8,R,8,Z,0,R,8,Z,0,Z,0,Z,0
449074,25,99,1,1,R,384,R,46,R,338,R,5,R,2,R,3,R,59,R,7,R,52,R,45,R,7,R,38,R,74,R,8,R,66,R,2,Z,0,R,2,R,156,R,15,R,141,R,25,R,5,R,20,R,18,R,2,R,16,Z,0,Z,0,Z,0
449074,39, 2,1,1,R,101,R,12,R,89,Z,0,Z,0,Z,0,R,22,R,2,R,20,R,8,R,2,R,6,R,21,R,2,R,19,Z,0,Z,0,Z,0,R,37,R,4,R,33,R,6,R,1,R,5,R,7,R,1,R,6,Z,0,Z,0,Z,0
449074,40, 3,1,1,R,283,R,34,R,249,R,5,R,2,R,3,R,37,R,5,R,32,R,37,R,5,R,32,R,53,R,6,R,47,R,2,Z,0,R,2,R,119,R,11,R,108,R,19,R,4,R,15,R,11,R,1,R,10,Z,0,Z,0,Z,0
449083, 1,29,3,4,R,134,R,134,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,133,R,133,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
449083, 2,99,3,1,R,134,R,134,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,133,R,133,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
449083, 3,99,3,1,R,134,R,134,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,133,R,133,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
449083, 4,99,3,1,R,75,R,75,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,75,R,75,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
449083, 5,99,3,1,R,59,R,59,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,58,R,58,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
449083,20,99,3,1,R,59,R,59,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,58,R,58,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
449083,21,14,1,4,R,134,R,134,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,133,R,133,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
449083,22, 8,1,1,R,134,R,134,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,133,R,133,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
449083,23, 6,1,1,R,134,R,134,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,133,R,133,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
449083,24, 1,1,1,R,75,R,75,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,75,R,75,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
449083,25,99,1,1,R,59,R,59,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,58,R,58,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
449083,40, 3,1,1,R,59,R,59,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1,R,1,Z,0,R,58,R,58,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0
449092, 1,29,3,4,R,182,R,182,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,6,Z,0,R,176,R,176,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0
449092, 2,99,3,1,R,182,R,182,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,6,Z,0,R,176,R,176,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0
449092, 3,99,3,1,R,182,R,182,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,6,Z,0,R,176,R,176,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0
449092, 4,99,3,1,R,82,R,82,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,6,Z,0,R,76,R,76,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0
449092, 5,99,3,1,R,100,R,100,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,100,R,100,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0
449092,20,99,3,1,R,100,R,100,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,100,R,100,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0
449092,21,14,1,4,R,182,R,182,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,6,Z,0,R,176,R,176,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0
449092,22, 8,1,1,R,182,R,182,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,6,Z,0,R,176,R,176,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0
449092,23, 6,1,1,R,182,R,182,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,6,Z,0,R,176,R,176,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0
449092,24, 1,1,1,R,82,R,82,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,6,R,6,Z,0,R,76,R,76,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0
